stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,wheelchair_boarding
1-1005,1005,Champlain/1005,Rue Champlain / boul. Champlain,46.798412,-71.218674,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1005,1
1-1006,1006,Champlain/1006,Rue Champlain / au 761,46.79908,-71.217148,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1006,1
1-1007,1007,Champlain/1007,Rue Champlain / au 699,46.799896,-71.215889,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1007,0
1-1008,1008,Champlain/1008,Rue Champlain / au 629,46.801186,-71.213852,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1008,0
1-1009,1009,Champlain/1009,Rue Champlain / au 557,46.802032,-71.212486,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1009,0
1-1010,1010,Champlain/1010,Rue Champlain / au 491,46.802124,-71.210739,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1010,0
1-1013,1013,Champlain/1013,Rue Champlain / face au 390,46.803226,-71.208267,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1013,1
1-1014,1014,Champlain/1014,Rue Champlain / au 269,46.804951,-71.206001,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1014,1
1-1015,1015,Petit-Champlain,Boul. Champlain / au 101,46.809872,-71.203209,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1015,1
1-3969,3969,102e Rue,Saint-Grégoire / 102e Rue,46.877193,-71.15596,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3969,0
1-3185,3185,10e Avenue/3185,60e Rue Est / 10e Avenue Est,46.856251,-71.245384,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3185,0
1-3720,3720,107e Rue,Sainte-Anne / 107e Rue,46.875286,-71.157028,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3720,0
1-3694,3694,107e Rue,Ruel / 107e Rue,46.876106,-71.158875,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3694,1
1-3016,3016,10e Avenue/3016,Louis-XIV / 10e Avenue Est,46.869164,-71.258324,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3016,1
1-3072,3072,10e Avenue/3072,Louis-XIV / des Flandres,46.869156,-71.258499,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3072,0
1-3204,3204,10e Avenue/3204,de Chamonix / 10e Avenue Est,46.866066,-71.254555,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3204,0
1-3206,3206,10e Avenue/3206,79e Rue Est / 10e Avenue Est,46.866447,-71.25547,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3206,0
1-3309,3309,10e Avenue/3309,de Chamonix / 10e Avenue Est,46.866123,-71.254318,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3309,0
1-1207,1207,9e Rue,1re Avenue / 10e Rue,46.824764,-71.232704,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1207,0
1-1589,1589,10e Rue,4e Avenue / 10e Rue,46.827206,-71.227722,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1589,0
1-1703,1703,10e Rue,de la Canardière / 10e Rue,46.828163,-71.225975,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1703,1
1-4896,4896,10e Rue,4e Avenue / 10e Rue,46.827438,-71.228142,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/4896,0
1-1112,1112,du Card.-M-Roy,du Card.-M.-Roy,46.82029,-71.238953,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1112,1
1-1116,1116,Champlain/1116,Boul. Champlain / Champlain,46.805107,-71.205551,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1116,1
1-1117,1117,Champlain/1117,Boul. Champlain / des Sapeurs,46.803429,-71.207382,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1117,1
1-1119,1119,Champlain/1119,Boul. Champlain,46.801712,-71.211586,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1119,0
1-1120,1120,Champlain/1120,Boul. Champlain / au 601,46.801025,-71.213364,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1120,1
1-1121,1121,Champlain/1121,Boul. Champlain / au 705,46.799736,-71.215561,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1121,1
1-1122,1122,Champlain/1122,Boul. Champlain / au 761,46.79871,-71.216843,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1122,1
1-3721,3721,113e Rue/3721,Sainte-Anne / 113e Rue,46.873833,-71.158142,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3721,0
1-3693,3693,113e Rue/3693,Ruel / 113e Rue,46.875172,-71.160042,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3693,0
1-1175,1175,M.-Incarn./1175,Saint-Vallier Ouest /M.-Incarnation,46.809139,-71.247383,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1175,1
1-3692,3692,117e Rue,Ruel / 117e Rue,46.873859,-71.161369,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3692,0
1-3691,3691,119e Rue,Ruel / 119e Rue,46.872746,-71.162399,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3691,0
1-1307,1307,11e Rue,3e Avenue / 11e Rue,46.827011,-71.230354,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1307,0
1-1210,1210,Masson/1210,Masson / face au 2831,46.811253,-71.321114,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1210,1
1-3722,3722,Ste-Anne/3722,Sainte-Anne / 121e Rue,46.871368,-71.161346,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3722,1
1-3689,3689,Ste-Anne/3689,121e Rue / Sainte-Anne,46.87093,-71.162224,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3689,1
1-1590,1590,12e Rue,4e Avenue / 12e Rue,46.828423,-71.228996,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1590,1
1-4895,4895,12e Rue,4e Avenue / 12e Rue,46.828697,-71.229324,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/4895,0
1-1305,1305,Alexandra/1305,Alexandra,46.849457,-71.234314,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1305,0
1-6031,6031,Route 138/6031,Tessier / Route 138,46.74612,-71.443596,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6031,0
1-6096,6096,Route 138/6096,Tessier / Route 138,46.746174,-71.443535,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6096,0
1-6454,6454,Maguire/6454,Maguire / au 1394,46.780357,-71.250755,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6454,0
1-1402,1402,Mgr-Plessis/1402,Mgr-Plessis / face au 1815,46.818455,-71.24704,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1402,1
1-1429,1429,Champlain/1429,Boul. Champlain / face au 551,46.801594,-71.211823,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1429,0
1-1465,1465,De Villers/1465,Sainte-Foy / De Villers,46.78281,-71.29361,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1465,1
1-5420,5420,Louis-XIV/5420,Astrid / Louis-XIV,46.881603,-71.242142,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/5420,0
1-3065,3065,Louis-XIV/3065,du Bourg-Royal / Louis-XIV,46.880287,-71.247147,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3065,0
1-4038,4038,Louis-XIV/4038,Cloutier / Louis-XIV,46.857365,-71.275429,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/4038,0
1-3813,3813,Louis-XIV/3813,Dubeau / Louis-XIV,46.890705,-71.217201,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3813,0
1-6294,6294,Louis-XIV/6294,du Loiret / Louis-XIV,46.871895,-71.256294,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6294,0
1-5464,5464,Louis-XIV/5464,Montpellier / Louis-XIV,46.888168,-71.221458,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/5464,1
1-1514,1514,14e Rue,4e Avenue / 14e Rue,46.829941,-71.230484,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1514,0
1-1591,1591,14e Rue,4e Avenue / 14e Rue,46.829762,-71.230209,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1591,1
1-1556,1556,Médecine/1556,de la Médecine,46.779762,-71.277657,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1556,1
1-1557,1557,Médecine/1557,de la Médecine,46.778828,-71.276634,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1557,0
1-1558,1558,Médecine/1558,de la Médecine,46.77673,-71.27404,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1558,0
1-1604,1604,Dalton/1604,Watt / au 2757,46.785583,-71.309158,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1604,0
1-1629,1629,S.Sacrement/1629,Saint-Sacrement / au 275,46.801083,-71.260422,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1629,1
1-1633,1633,C.-Duquet/1633,Semple / au 1780,46.797203,-71.267929,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1633,0
1-1635,1635,C.-Duquet/1635,C.-Duquet / au 2014,46.795864,-71.272835,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1635,0
1-1643,1643,L.-Harmel/1643,L.-Harmel / face au 2270,46.799889,-71.283157,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1643,0
1-1654,1654,L.-Harmel/1654,L.-Harmel / au 2260,46.79995,-71.282951,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1654,0
1-1655,1655,Einstein/1655,Einstein / face au 2324,46.795135,-71.290993,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1655,0
1-1670,1670,Dalton/1670,Dalton / au 2445,46.792076,-71.2976,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1670,0
1-1678,1678,C.-Duquet/1678,C.-Duquet / face au 2014,46.795837,-71.272911,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1678,0
1-1684,1684,S.Sacrement/1684,Saint-Sacrement / au 412,46.801182,-71.260727,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1684,0
1-1694,1694,M.-Incarn./1694,des Oblats / M.-de-l'Incarnation,46.806953,-71.243286,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1694,1
1-1513,1513,16e Rue,4e Avenue / 16e Rue,46.83123,-71.231682,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1513,0
1-1592,1592,16e Rue,4e Avenue / 16e Rue,46.831078,-71.231354,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1592,1
1-1790,1790,Laurier Québec,Laurier - Laurier Québec,46.769817,-71.283707,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1790,1
1-1793,1793,de l'Église,Laurier / de l'Église,46.766399,-71.290337,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1793,0
1-1800,1800,Neilson/1800,Neilson / au 3190,46.757759,-71.308891,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1800,1
1-1814,1814,Neilson/1814,Neilson / face au 3190,46.757385,-71.309326,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1814,1
1-1844,1844,des Braves,Grande Allée Ouest / face au 850,46.795246,-71.235565,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1844,1
1-1877,1877,Maricourt/1877,Maricourt / face au 3375,46.76342,-71.3134,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1877,0
1-1892,1892,Clérin/1892,Clérin / au 3471,46.771286,-71.332779,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1892,0
1-1593,1593,18e Rue,4e Avenue / 18e Rue,46.832233,-71.232391,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1593,1
1-1213,1213,18e Rue,1re Avenue / 18e Rue,46.829914,-71.237511,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1213,1
1-1512,1512,18e Rue,4e Avenue / 18e Rue,46.8326,-71.232864,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1512,0
1-2991,2991,H. Enfant-Jésus,H.-Bourassa / 18e Rue,46.836452,-71.226494,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2991,1
1-3097,3097,H. Enfant-Jésus,H.-Bourassa / 18e Rue,46.83606,-71.226357,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3097,1
1-1915,1915,Maricourt/1915,Maricourt / au 3375,46.763412,-71.313309,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1915,1
1-1992,1992,De Villers/1992,des Q.-Bourgeois / Samuel-King,46.780781,-71.289536,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1992,1
1-1324,1324,1re Avenue,18e Rue / 1re Avenue,46.830219,-71.237671,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1324,1
1-5156,5156,1re Avenue/5156,46e Rue Est / 1re Avenue,46.845005,-71.250824,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/5156,0
1-6353,6353,1re Avenue/6353,46e Rue Ouest / 1re Avenue,46.844498,-71.251564,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6353,0
1-2989,2989,1re Avenue/2989,Boisclerc / 1re Avenue,46.831486,-71.239616,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2989,1
1-6358,6358,1re Avenue/6358,des Lilas Ouest / 1re Avenue,46.840015,-71.247612,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6358,0
1-1221,1221,1re Avenue/1221,des Lilas Ouest / 1re Avenue,46.840134,-71.247505,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1221,1
1-1289,1289,1re Avenue,E.-Lamontagne / 1re Avenue,46.830002,-71.237915,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1289,1
1-2515,2515,1re Avenue,41e Rue Est / 1re Avenue,46.841667,-71.248024,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2515,1
1-2612,2612,1re Avenue/2612,41e Rue Est / 1re Avenue,46.841824,-71.247665,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2612,1
1-2955,2955,1re Avenue,4e Rue / 1re Avenue,46.821686,-71.228378,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2955,1
1-3102,3102,1re Avenue,41e Rue Ouest / 1re Avenue,46.841347,-71.248978,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3102,1
1-4224,4224,1re Avenue,Louis-XIV / 1re Avenue,46.860405,-71.271187,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/4224,1
1-6359,6359,1re Avenue/6359,46e Rue Ouest / 1re Avenue,46.844501,-71.251923,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/6359,0
1-2184,2184,1re Rue,3e Avenue / 1re Rue,46.820343,-71.224548,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2184,1
1-2004,2004,Aquarium Québec,des Hôtels / au 1675,46.752354,-71.289276,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2004,0
1-2005,2005,Baie de Beauport,Baie de Beauport,46.836937,-71.205391,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2005,0
1-2020,2020,Provancher/2020,Provancher / au 1333,46.755295,-71.344849,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2020,0
1-2046,2046,St-Félix/2046,Saint-Félix / face au 4473,46.74168,-71.354828,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2046,1
1-2051,2051,T. D'Youville,D'Youville / des Glacis,46.812614,-71.214653,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2051,1
1-2055,2055,J.C.-Cantin/2055,J.-C.-Cantin / face au 1392,46.739109,-71.369881,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2055,0
1-2062,2062,J.C.-Cantin/2062,J.-C.-Cantin / face au 1272,46.74041,-71.373039,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2062,0
1-2064,2064,Mgr-Plessis/2064,Mgr-Plessis / au 1815,46.818371,-71.247139,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2064,0
1-2072,2072,J.C.-Cantin/2072,J.-C.-Cantin / face au 1208,46.741642,-71.374275,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2072,0
1-2075,2075,J.C.-Cantin/2075,J.-C.-Cantin / au 1057,46.744015,-71.379173,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2075,0
1-2079,2079,St-Félix/2079,Saint-Félix / au 4473,46.741859,-71.354652,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2079,0
1-2090,2090,J.C.-Cantin/2090,J.-C.-Cantin / au 973,46.747452,-71.378876,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2090,0
1-2094,2094,T. D'Youville,des Glacis / D'Aiguillon,46.812824,-71.214615,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2094,1
1-2099,2099,Provancher/2099,Provancher / au 1332,46.755501,-71.344986,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2099,1
1-1511,1511,20e Rue,4e Avenue / 20e Rue,46.833805,-71.233971,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1511,0
1-1594,1594,20e Rue,4e Avenue / 20e Rue,46.833672,-71.233704,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1594,1
1-2126,2126,du Foulon/2126,du Foulon / au 2102,46.772633,-71.248589,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2126,0
1-2127,2127,du Foulon/2127,du Foulon / au 2150,46.771549,-71.250824,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2127,0
1-2128,2128,du Foulon/2128,du Foulon / au 2210,46.771458,-71.253494,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2128,0
1-2129,2129,du Foulon/2129,du Foulon / au 2236,46.770679,-71.254692,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2129,0
1-2130,2130,du Foulon/2130,du Foulon / face au 2247,46.770073,-71.255219,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2130,0
1-2131,2131,du Foulon/2131,du Foulon / au 2280,46.769093,-71.256477,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2131,0
1-2139,2139,à Gignac/2139,à Gignac / face au 1635,46.766399,-71.266571,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2139,0
1-2142,2142,C.-Huot/2142,C.-Huot / au 1420,46.770115,-71.26767,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2142,0
1-2157,2157,5e Avenue,51e Rue Est / 5e Avenue Est,46.849636,-71.248253,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2157,0
1-2167,2167,Dompierre/2167,Prévert / face au 2985,46.782364,-71.31385,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2167,0
1-2195,2195,C.-Huot/2195,C.-Huot / face au 1460,46.769794,-71.267395,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2195,0
1-2198,2198,à Gignac/2198,à Gignac / au 1655,46.766209,-71.266388,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2198,1
1-2202,2202,du Foulon/2202,du Foulon / face au 2284,46.768955,-71.256737,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2202,0
1-2203,2203,du Foulon/2203,du Foulon / face au 2258,46.769665,-71.255623,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2203,0
1-2204,2204,du Foulon/2204,du Foulon / au 2229,46.770966,-71.254456,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2204,0
1-2205,2205,du Foulon/2205,du Foulon / au 2207,46.77137,-71.253181,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2205,0
1-2206,2206,du Foulon/2206,du Foulon / face au 2160,46.771503,-71.250908,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2206,0
1-2221,2221,Franquet/2221,Franquet / au 333,46.793839,-71.311928,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2221,1
1-2224,2224,Einstein/2224,Einstein / au 2990,46.787411,-71.321617,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2224,0
1-2225,2225,Einstein/2225,Einstein / au 3000,46.786839,-71.323639,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2225,0
1-2234,2234,Watt/2234,Watt / au 2950,46.785259,-71.316605,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2234,0
1-2235,2235,Watt/2235,Watt / au 2980,46.7855,-71.319466,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2235,0
1-2238,2238,Einstein/2238,Einstein / face au 3000,46.786747,-71.323746,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2238,0
1-2239,2239,Einstein/2239,Einstein / face au 2990,46.787319,-71.321671,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2239,0
1-2248,2248,Einstein/2248,Einstein / au 2850,46.790668,-71.316284,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2248,0
1-2249,2249,F.-Carrel/2249,F.-Carrel / au 2145,46.794945,-71.276772,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2249,0
1-2252,2252,F.-Carrel/2252,F.-Carrel / au 1975,46.795582,-71.269119,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2252,0
1-2255,2255,Charest/2255,Charest Ouest / face au 1130,46.801132,-71.250351,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2255,0
1-2267,2267,Watt/2267,Watt / face au 2980,46.785374,-71.319412,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2267,0
1-2272,2272,Charest/2272,Charest Ouest / au 1130,46.800938,-71.251457,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2272,0
1-2276,2276,F.-Carrel/2276,F.-Carrel / face au 1975,46.795692,-71.268639,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2276,0
1-2279,2279,F.-Carrel/2279,F.-Carrel / face au 2125,46.795002,-71.276764,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2279,0
1-2280,2280,Franquet/2280,Franquet / face au 333,46.793777,-71.31189,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2280,0
1-2283,2283,de l'Islet,Lebourgneuf / au 1305,46.835873,-71.296112,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2283,1
1-2286,2286,Franquet/2286,Franquet / face au 319,46.794258,-71.308769,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2286,0
1-2288,2288,Dalton/2288,Dalton / face au 2345,46.792904,-71.291351,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2288,0
1-1510,1510,22e Rue,4e Avenue / 22e Rue,46.835129,-71.235184,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1510,0
1-1595,1595,22e Rue,4e Avenue / 22e Rue,46.834934,-71.23484,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/1595,1
1-3096,3096,22e Rue,H.-Bourassa / 22e Rue,46.837914,-71.228928,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/3096,1
1-2300,2300,G.-Vill./2300,Le Gendre / G.-Villeneuve,46.77145,-71.35331,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2300,0
1-2307,2307,Ross/2307,Liégeois / Ross,46.760151,-71.27388,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2307,0
1-2308,2308,Liégois/2308,Liégeois / face au 2800,46.758507,-71.274521,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2308,0
1-2309,2309,de l'Église/2309,Liégeois / de l'Église,46.757954,-71.275536,https://www.rtcquebec.ca/horaires-et-trajets/horaires-des-bus/tous-les-parcours/2309,0
